names,NConDISK,JSONonDISK,jsonreplace,NConOSN,JSONonOSN
llc4320_Eta-U-V-W-Theta-Salt_f1_k0_iter_506592,0,0,1,1,1
llc4320_Eta-U-V-W-Theta-Salt_f2_k0_iter_506592,0,0,1,1,1
llc4320_Eta-U-V-W-Theta-Salt_f3_k0_iter_506592,0,0,1,1,1
llc4320_Eta-U-V-W-Theta-Salt_f4_k0_iter_506592,0,0,1,1,1
llc4320_Eta-U-V-W-Theta-Salt_f5_k0_iter_506592,0,0,1,1,1
llc4320_Eta-U-V-W-Theta-Salt_f6_k0_iter_506592,0,0,1,1,1
llc4320_Eta-U-V-W-Theta-Salt_f7_k0_iter_506592,0,0,1,1,1
llc4320_Eta-U-V-W-Theta-Salt_f8_k0_iter_506592,0,0,1,1,1
llc4320_Eta-U-V-W-Theta-Salt_f9_k0_iter_506592,0,0,1,1,1
llc4320_Eta-U-V-W-Theta-Salt_f10_k0_iter_506592,0,0,1,1,1
llc4320_Eta-U-V-W-Theta-Salt_f11_k0_iter_506592,0,0,1,1,1
llc4320_Eta-U-V-W-Theta-Salt_f12_k0_iter_506592,0,0,1,1,1
llc4320_Eta-U-V-W-Theta-Salt_f0_k0_iter_506736,0,0,1,1,1
llc4320_Eta-U-V-W-Theta-Salt_f1_k0_iter_506736,0,0,1,1,1
llc4320_Eta-U-V-W-Theta-Salt_f2_k0_iter_506736,0,0,1,1,1
llc4320_Eta-U-V-W-Theta-Salt_f3_k0_iter_506736,0,0,1,1,1
llc4320_Eta-U-V-W-Theta-Salt_f4_k0_iter_506736,0,0,1,1,1
llc4320_Eta-U-V-W-Theta-Salt_f5_k0_iter_506736,0,0,1,1,1
llc4320_Eta-U-V-W-Theta-Salt_f6_k0_iter_506736,0,0,1,1,1
llc4320_Eta-U-V-W-Theta-Salt_f7_k0_iter_506736,0,0,1,1,1
llc4320_Eta-U-V-W-Theta-Salt_f8_k0_iter_506736,0,0,1,1,1
llc4320_Eta-U-V-W-Theta-Salt_f9_k0_iter_506736,0,0,1,1,1
llc4320_Eta-U-V-W-Theta-Salt_f10_k0_iter_506736,0,0,1,1,1
llc4320_Eta-U-V-W-Theta-Salt_f11_k0_iter_506736,0,0,1,1,1
